gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version,spaceflight,microgravity,analog,species,split,study_exposure
GSM5105532,GSE167462,Mus musculus,18465X20 HU Met+Leu 6,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008035718062161327,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105533,GSE167462,Mus musculus,18465X21 7d RL Control 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009003326680161997,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105534,GSE167462,Mus musculus,18465X22 7d RL Control 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM5105535,GSE167462,Mus musculus,18465X23 7d RL Control 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008671117135562754,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105536,GSE167462,Mus musculus,18465X24 7d RL Control 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008671117135562754,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105537,GSE167462,Mus musculus,18465X25 7d RL Metformin 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105538,GSE167462,Mus musculus,18465X26 7d RL Metformin 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008446762517566469,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105539,GSE167462,Mus musculus,18465X27 7d RL Metformin 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105540,GSE167462,Mus musculus,18465X28 7d RL Metformin 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105541,GSE167462,Mus musculus,18465X29 7d RL Leucine 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009003326680161997,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105542,GSE167462,Mus musculus,18465X30 7d RL Leucine 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.010220120820747684,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105543,GSE167462,Mus musculus,18465X31 7d RL Leucine 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.01046528734970657,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105544,GSE167462,Mus musculus,18465X32 7d RL Leucine 5,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.010527474648800628,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105545,GSE167462,Mus musculus,18465X33 7d RL Met+Leu 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105546,GSE167462,Mus musculus,18465X34 7d RL Met+Leu 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM5105547,GSE167462,Mus musculus,18465X35 7d RL Met+Leu 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00836792760676057,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105548,GSE167462,Mus musculus,18465X36 7d RL Met+Leu 6,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 7d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105549,GSE167462,Mus musculus,18465X37 14d RL Control 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105550,GSE167462,Mus musculus,18465X38 14d RL Control 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105551,GSE167462,Mus musculus,18465X39 14d RL Control 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM5105552,GSE167462,Mus musculus,18465X40 14d RL Control 5,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Water,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008446762517566469,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105553,GSE167462,Mus musculus,18465X41 14d RL Metformin 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00679201374055221,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM5105554,GSE167462,Mus musculus,18465X42 14d RL Metformin 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008035718062161327,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105555,GSE167462,Mus musculus,18465X43 14d RL Metformin 5,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.008671117135562754,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105556,GSE167462,Mus musculus,18465X44 14d RL Metformin 6,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.007924286048011321,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105557,GSE167462,Mus musculus,18465X45 14d RL Leucine 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.009082161590967896,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM5105558,GSE167462,Mus musculus,18465X46 14d RL Leucine 2,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00931068050821494,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105559,GSE167462,Mus musculus,18465X47 14d RL Leucine 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.006385133584397827,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM5105560,GSE167462,Mus musculus,18465X48 14d RL Leucine 5,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Leucine,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.0077283642341083834,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105561,GSE167462,Mus musculus,18465X49 14d Met+Leu 1,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.005046027534346554,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105562,GSE167462,Mus musculus,18465X50 14d Met+Leu 3,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.00836376330750981,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105563,GSE167462,Mus musculus,18465X51 14d Met+Leu 4,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.007924286048011321,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5105564,GSE167462,Mus musculus,18465X52 14d Met+Leu 6,Gastrocnemius Muscle,"strain: C57BL/6,treatment: Metformin and Leucine combo,intervention: Hindlimb Unloading + 14d reloading,Sex: male,age: 22-24 mo",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 24 2021,0.01052331034954987,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM5629724,GSE186045,Homo sapiens,1A-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 1A,Sex: male,subject age at sample biopsy: 23,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.003146460236086373,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629725,GSE186045,Homo sapiens,1A-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 1A,Sex: male,subject age at sample biopsy: 23,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.005806161225747728,human_gene_v2.5.h5,2.5,False,False,True,human,val,seen_study
GSM5629726,GSE186045,Homo sapiens,1B-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 1B,Sex: male,subject age at sample biopsy: 20,sample regimen: post 5 week bedrest,sample intervention: Control",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.008297909942713132,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629727,GSE186045,Homo sapiens,1B-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 1B,Sex: male,subject age at sample biopsy: 20,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629728,GSE186045,Homo sapiens,2A-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 2A,Sex: male,subject age at sample biopsy: 25,sample regimen: post 5 week bedrest,sample intervention: Control",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.007679895744390052,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629729,GSE186045,Homo sapiens,2A-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 2A,Sex: male,subject age at sample biopsy: 25,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00174377812329486,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629730,GSE186045,Homo sapiens,2B-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 2B,Sex: male,subject age at sample biopsy: 25,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.007162823209043995,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629731,GSE186045,Homo sapiens,2B-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 2B,Sex: male,subject age at sample biopsy: 25,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00944627098154664,human_gene_v2.5.h5,2.5,False,False,True,human,val,seen_study
GSM5629732,GSE186045,Homo sapiens,3A-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 3A,Sex: male,subject age at sample biopsy: 49,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00924629952263835,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629733,GSE186045,Homo sapiens,3A-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 3A,Sex: male,subject age at sample biopsy: 49,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00174377812329486,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629734,GSE186045,Homo sapiens,3B-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 3B,Sex: male,subject age at sample biopsy: 47,sample regimen: post 5 week bedrest,sample intervention: Control",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.009680831650735121,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629735,GSE186045,Homo sapiens,3B-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 3B,Sex: male,subject age at sample biopsy: 47,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.006232292375114336,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629736,GSE186045,Homo sapiens,4A-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 4A,Sex: male,subject age at sample biopsy: 42,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.014158127512901308,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629737,GSE186045,Homo sapiens,4A-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 4A,Sex: male,subject age at sample biopsy: 42,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0016963380211966906,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629738,GSE186045,Homo sapiens,4B-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 4B,Sex: male,subject age at sample biopsy: 42,sample regimen: post 5 week bedrest,sample intervention: Control",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0022134105565427458,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629739,GSE186045,Homo sapiens,4B-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 4B,Sex: male,subject age at sample biopsy: 42,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.004342385921875711,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629740,GSE186045,Homo sapiens,5A-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 5A,Sex: male,subject age at sample biopsy: 19,sample regimen: post 5 week bedrest,sample intervention: Control",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0009407471174520062,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629741,GSE186045,Homo sapiens,5A-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 5A,Sex: male,subject age at sample biopsy: 20,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0012951744533180258,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629742,GSE186045,Homo sapiens,5B-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 5B,Sex: male,subject age at sample biopsy: 20,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.004646577715669638,human_gene_v2.5.h5,2.5,False,False,True,human,val,seen_study
GSM5629743,GSE186045,Homo sapiens,5B-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 5B,Sex: male,subject age at sample biopsy: 20,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0035101533604514484,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629744,GSE186045,Homo sapiens,6A-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 6A,Sex: female,subject age at sample biopsy: 22,sample regimen: post 5 week bedrest,sample intervention: Control",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00301268721698986,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629745,GSE186045,Homo sapiens,6A-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 6A,Sex: female,subject age at sample biopsy: 22,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.005347429120698717,human_gene_v2.5.h5,2.5,False,False,True,human,val,seen_study
GSM5629746,GSE186045,Homo sapiens,6B1-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 6B1,Sex: female,subject age at sample biopsy: 22,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00301268721698986,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629747,GSE186045,Homo sapiens,6B1-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 6B1,Sex: female,subject age at sample biopsy: 23,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.002931986078263075,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629748,GSE186045,Homo sapiens,6B2-post bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 6B2,Sex: female,subject age at sample biopsy: 21,sample regimen: post 5 week bedrest,sample intervention: Exercise",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.00174377812329486,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM5629749,GSE186045,Homo sapiens,6B2-pre bedrest muscle biopsy RNA-seq library,muscle biopsy obtained from the midbelly of the right (pre) and left (post) vastus lateralis muscle,"subject id: 6B2,Sex: female,subject age at sample biopsy: 21,sample regimen: pre-bedrest,sample intervention: Not applicable (Pre-regimen)",GPL20301,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Oct 18 2021,0.0029473337223332122,human_gene_v2.5.h5,2.5,False,False,True,human,train,seen_study
GSM6205501,GSE205126,Mus musculus,Tes_U9,mRNA from tetis of hindlimb unloaded mice treated with PBS as vehicle,"tissue: Testis,strain: c57BL/6j,agent: PBS",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,May 31 2022,0.015239765668501753,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,val,seen_study
GSM6205502,GSE205126,Mus musculus,Tes_U14,mRNA from tetis of hindlimb unloaded mice treated with PBS as vehicle,"tissue: Testis,strain: c57BL/6j,agent: PBS",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,May 31 2022,0.028576175724480655,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM6205503,GSE205126,Mus musculus,Tes_U24,mRNA from tetis of hindlimb unloaded mice treated with PBS as vehicle,"tissue: Testis,strain: c57BL/6j,agent: PBS",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,May 31 2022,0.02677037498131542,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM6205504,GSE205126,Mus musculus,Tes_UP5,mRNA from testis of hindlimb unloaded mice treated with 4-phenyl butyrate,"tissue: Testis,strain: c57BL/6j,agent: 4-phenyl butyrate",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,May 31 2022,0.0299378558058178,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM6205505,GSE205126,Mus musculus,Tes_UP6,mRNA from testis of hindlimb unloaded mice treated with 4-phenyl butyrate,"tissue: Testis,strain: c57BL/6j,agent: 4-phenyl butyrate",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,May 31 2022,0.02079034672764744,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM6205506,GSE205126,Mus musculus,Tes_UP7,mRNA from testis of hindlimb unloaded mice treated with 4-phenyl butyrate,"tissue: Testis,strain: c57BL/6j,agent: 4-phenyl butyrate",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,total RNA,May 31 2022,0.0426507865450125,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
