id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path,downstream_organ,downstream_label
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398361,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398362,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398363,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398364,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398365,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398366,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Quadriceps femoris,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398367,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398368,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-401,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM5398369,Mus musculus,BALB/c,Taconic Biosciences,30 {week},Female,Quadriceps femoris,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,9 {week},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,,,,,RNALater,-80 {degree Celsius},,,,,,,OSD-401_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-401_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_FLT_M23,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_FLT_M24,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_FLT_M25,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_FLT_M26,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,1.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M33,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M34,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M35,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M36,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M37,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M38,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M39,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-419,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,RR1_GST-R_GC_M40,Mus musculus,C57BL/6J,Jackson Laboratory,16 {week},Female,Right gastrocnemius,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,37 {day},12 h light/dark cycle,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,Euthasol,,Mini Cold Bag to -80C freezer,,RNALater,-80 {degree Celsius},,,,,,,OSD-419_transcription-profiling_rna-sequencing-(rna-seq)_illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-419_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,skeletal_muscle,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613981,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Nrf2KO,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613982,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Nrf2KO,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613983,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Wild Type,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613984,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Nrf2KO,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613985,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Wild Type,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613986,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Wild Type,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613987,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Wild Type,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613988,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Wild Type,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613989,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Nrf2KO,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613990,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Wild Type,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
OSD-457,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,GSM4613991,Mus musculus,C57BL/6NCrl,Charles River Laboratories,12 {week},Male,white adipose tissue,Ground control,Nrf2KO,transcription profiling,RNA Sequencing (RNA-Seq),,Habitat Cage Unit (HCU),,12 h light/dark cycle,Charles River Formula 1 (CRF-1),ad libitum,,Exsanguination,,,,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-457_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,data/osdr/raw/GLDS-457_rna_seq_STAR_Unnormalized_Counts_GLbulkRNAseq.csv,adipose,0.0
