Gene name	Human gene name
Sntn	SNTN
Gulp1	GULP1
Sucla2	SUCLA2
Kitl	KITLG
Map3k7	MAP3K7
Gpr149	GPR149
Leap2	LEAP2
Gba1	GBA1
Mrpl11	MRPL11
Raver1	RAVER1
Prr29	PRR29
Dusp5	DUSP5
Rcl1	RCL1
Trim3	TRIM3
Itm2c	ITM2C
Sf1	SF1
Ap1m2	AP1M2
Atg101	ATG101
Gpatch4	GPATCH4
Slc19a2	SLC19A2
Smarcd1	SMARCD1
3110009E18Rik	C2orf76
Rpgrip1	RPGRIP1
Arfgap2	ARFGAP2
Mbtd1	MBTD1
Cd101	CD101
Fam241a	FAM241A
Cmpk2	CMPK2
Slc30a7	SLC30A7
Srp9	SRP9
Tcaf1	TCAF1
Frmd6	FRMD6
Ift27	IFT27
Decr1	DECR1
Bet1l	BET1L
Mael	MAEL
Fsaf1	FSAF1
Idh3a	IDH3A
Csnk2b	CSNK2B
Gas6	GAS6
Sdc2	SDC2
Gpr183	GPR183
Gjb2	GJB2
Dusp29	DUSP29
Ndufa10	NDUFA10
Papss1	PAPSS1
Nars2	NARS2
Hsf1	HSF1
Pibf1	PIBF1
Tinagl1	TINAGL1
Grhl1	GRHL1
Golph3l	GOLPH3L
Ccl22	CCL22
Mcrip2	MCRIP2
Opalin	OPALIN
Jak3	JAK3
Ints3	INTS3
Pacs1	PACS1
G2e3	G2E3
Serpinc1	SERPINC1
Mmp23	MMP23B
Tpsg1	TPSG1
Gpnmb	GPNMB
Cyp21a1	CYP21A2
N4bp2l1	N4BP2L1
Ptpn14	PTPN14
Synm	SYNM
Rsbn1l	RSBN1L
Tesk2	TESK2
Ncapd2	NCAPD2
Gtf2f2	GTF2F2
Myadm	MYADM
Msc	MSC
Mss51	MSS51
Slc66a3	SLC66A3
Trim8	TRIM8
Ube2w	UBE2W
Tfip11	TFIP11
Spsb1	SPSB1
Plekhb1	PLEKHB1
Tsc22d1	TSC22D1
Pou1f1	POU1F1
Sav1	SAV1
Cpeb3	CPEB3
Atp1b2	ATP1B2
Gtdc1	QTMAN
Pik3cg	PIK3CG
Ppil2	PPIL2
Dalrd3	DALRD3
Hectd3	HECTD3
Tmed5	TMED5
Tram1l1	TRAM1L1
Zc2hc1a	ZC2HC1A
Kcnab3	KCNAB3
Btbd6	BTBD6
Nudt3	NUDT3
Tmem19	TMEM19
Ibsp	IBSP
Ttc7b	TTC7B
Dhx9	DHX9
H2-M2	HLA-F
Ndrg2	NDRG2
Helq	HELQ
Ccdc154	CCDC154
Klrg1	KLRG1
Cacnb4	CACNB4
Chrm2	CHRM2
Prr22	PRR22
Cdc42se1	CDC42SE1
C2	C2
Cox6b1	COX6B1
Mcidas	MCIDAS
Chrnb3	CHRNB3
Rtp3	RTP3
Kif27	KIF27
Cenpw	CENPW
Rassf4	RASSF4
Map3k21	MAP3K21
Stat6	STAT6
Ndufs8	NDUFS8
Prpf3	PRPF3
C6	C6
Nfrkb	NFRKB
Mfap3l	MFAP3L
H2bc3	H2BC3
Hhat	HHAT
Rgs7bp	RGS7BP
Dpep3	DPEP3
Gzma	GZMA
Pdxp	PDXP
Eftud2	EFTUD2
Adamts12	ADAMTS12
Mccc2	MCCC2
Vamp1	VAMP1
Olfml2b	OLFML2B
Irf8	IRF8
B3galt4	B3GALT4
Cdc20	CDC20
Eif3l	EIF3L
Sh2b1	SH2B1
Sepsecs	SEPSECS
Atp6v0e	ATP6V0E1
Serinc3	SERINC3
Tmem82	TMEM82
Elf3	ELF3
Tle4	TLE4
Impdh1	IMPDH1
Scoc	SCOC
Cox7a2l	COX7A2L
Dok7	DOK7
Nasp	NASP
Agap1	AGAP1
Ppp1r10	PPP1R10
Eeig2	EEIG2
Fam186a	FAM186A
Rad23a	RAD23A
Asb10	ASB10
Dpyd	DPYD
Grap2	GRAP2
Pln	PLN
Rapgef3	RAPGEF3
Hif1a	HIF1A
Slc5a8	SLC5A8
Vps33a	VPS33A
Dzip1l	DZIP1L
Pcnt	PCNT
Angptl2	ANGPTL2
Ecrg4	ECRG4
Slc29a2	SLC29A2
Scamp3	SCAMP3
Mpzl1	MPZL1
Cptp	CPTP
Spaca1	SPACA1
Psma2	PSMA2
Wfikkn2	WFIKKN2
Nt5c1a	NT5C1A
Rnasek	RNASEK
Taf12	TAF12
Rrbp1	RRBP1
Mfsd6	MFSD6
Mlx	MLX
Frrs1	FRRS1
Oxtr	OXTR
Ninj1	NINJ1
Cidec	CIDEC
Smim13	SMIM13
Pard3	PARD3
Gli3	GLI3
Crabp1	CRABP1
Rps10	RPS10
Usp39	USP39
Tbx20	TBX20
Mrpl1	MRPL1
Pnkd	PNKD
Mfsd2a	MFSD2A
Kdm2a	KDM2A
Mrps30	MRPS30
Lhfpl6	LHFPL6
Sod2	SOD2
H4c1	H4C8
Zfp131	ZNF131
Dppa5a	DPPA5
Zfp39	ZNF570
Nucb2	NUCB2
AU022252	C1orf50
Adam15	ADAM15
Srf	SRF
Mapre1	MAPRE1
Arhgap25	ARHGAP25
Ahr	AHR
Spdef	SPDEF
Cd320	CD320
Invs	INVS
Atf7ip2	ATF7IP2
Fgfr4	FGFR4
Pum3	PUM3
Gpr65	GPR65
Cdc42bpb	CDC42BPB
Ehmt2	EHMT2
Asl	ASL
Adam23	ADAM23
4930451I11Rik	C16orf92
Cdh23	CDH23
Smarcc1	SMARCC1
Clec11a	CLEC11A
Lurap1	LURAP1
Srebf2	SREBF2
Slc25a21	SLC25A21
Atp10a	ATP10A
Atad2b	ATAD2B
Marf1	MARF1
Fblim1	FBLIM1
Bmal2	BMAL2
Nup153	NUP153
Sfi1	SFI1
Gtf2e1	GTF2E1
Degs2	DEGS2
Ttll12	TTLL12
Zdhhc19	ZDHHC19
Cbll1	CBLL1
Igf1r	IGF1R
Crkl	CRKL
Lgals8	LGALS8
Yars2	YARS2
Mrm2	MRM2
Tmed10	TMED10
Prr14l	PRR14L
Zdhhc23	ZDHHC23
Krt8	KRT8
Fancm	FANCM
Zfp398	ZNF398
Rhbdd2	RHBDD2
Pak2	PAK2
Anxa13	ANXA13
Sla	SLA
Lmcd1	LMCD1
Tank	TANK
Rab7	RAB7A
Osbpl5	OSBPL5
N4bp2l2	N4BP2L2
Rad1	RAD1
Arl6	ARL6
Fbxo33	FBXO33
Zmym6	ZMYM6
Isca2	ISCA2
Cracd	CRACD
Togaram2	TOGARAM2
Tecpr2	TECPR2
Cerk	CERK
Sema3e	SEMA3E
Dgkg	DGKG
Cldn6	CLDN6
Or5a1	OR5A1
Hells	HELLS
Vps52	VPS52
Slc35d2	SLC35D2
Cdpf1	CDPF1
Lmod1	LMOD1
Tcf24	TCF24
Ly9	LY9
Tmem63c	TMEM63C
Hspb6	HSPB6
Rbm42	RBM42
Ubap2	UBAP2
Mlph	MLPH
Hdac2	HDAC2
Nid1	NID1
Adck5	ADCK5
Wdr75	WDR75
Rmnd5a	RMND5A
Gpatch1	GPATCH1
Lpcat1	LPCAT1
Itga7	ITGA7
Mapre3	MAPRE3
Klhdc10	KLHDC10
Ubtd1	UBTD1
Tfpi	TFPI
Prdx3	PRDX3
Fas	FAS
Fancd2os	FANCD2OS
Tigar	TIGAR
Tc2n	TC2N
Pnlip	PNLIP
Clpp	CLPP
Ccl28	CCL28
Cplx2	CPLX2
Hk2	HK2
Prkch	PRKCH
Lrrc8d	LRRC8D
Nxpe3	NXPE3
Car11	CA11
Srd5a2	SRD5A2
Anapc13	ANAPC13
Adamts1	ADAMTS1
Tmem134	TMEM134
Xpo5	XPO5
Cacng1	CACNG1
Kcnj15	KCNJ15
Gsdme	GSDME
Golm1	GOLM1
Tbc1d15	TBC1D15
Smad6	SMAD6
Kctd8	KCTD8
Atp5mf	ATP5MF
Ccdc157	CCDC157
Septin5	SEPTIN5
Snx6	SNX6
Ubfd1	UBFD1
Lbr	LBR
Gnb5	GNB5
Gnao1	GNAO1
Gcfc2	GCFC2
Crot	CROT
Dclre1a	DCLRE1A
Ifnar2	IFNAR2
Rpl37	RPL37
Deaf1	DEAF1
Pdcd4	PDCD4
Nob1	NOB1
Elmod1	ELMOD1
Gpx8	GPX8
Shc3	SHC3
Znrf2	ZNRF2
Dcdc2a	DCDC2
Zfp653	ZNF653
Fkbp4	FKBP4
Litafd	LITAFD
Ddit3	DDIT3
Zfp827	ZNF827
Sh3d21	SH3D21
Xxylt1	XXYLT1
Snrnp48	SNRNP48
6430571L13Rik	C3orf18
Rfc4	RFC4
Uckl1	UCKL1
Marchf5	MARCHF5
Grb10	GRB10
Ranbp2	RANBP2
Pid1	PID1
Hspb2	HSPB2
Cdhr4	CDHR4
Wdr26	WDR26
D17H6S53E	C6orf47
Vgf	VGF
Pcnx4	PCNX4
Fam50b	FAM50B
Foxn4	FOXN4
Hdac1	HDAC1
Hivep1	HIVEP1
Kcne1	KCNE1
Clec4n	CLEC6A
Tcf25	TCF25
Borcs7	BORCS7
Morc3	MORC3
Homer1	HOMER1
Cebpz	CEBPZ
Fxyd2	FXYD2
Gdnf	GDNF
Rida	RIDA
Pcnx3	PCNX3
Snorc	SNORC
Depp1	DEPP1
Eif2b2	EIF2B2
Edem1	EDEM1
Trafd1	TRAFD1
Mfsd4a	SLC60A1
Slc31a1	SLC31A1
Nrm	NRM
Espl1	ESPL1
Tube1	TUBE1
1700102P08Rik	C3orf62
Trip10	TRIP10
Srsf5	SRSF5
Olfm2	OLFM2
Coq3	COQ3
Vopp1	VOPP1
Cyren	CYREN
Wasf1	WASF1
Cilk1	CILK1
1700003E16Rik	C2orf81
Srl	SRL
Tuba1b	TUBA1B
Arhgef11	ARHGEF11
Bms1	BMS1
B4galt7	B4GALT7
Gcat	GCAT
Ddx50	DDX50
Rarb	RARB
Rrm2b	RRM2B
Txndc5	TXNDC5
Senp2	SENP2
Pdrg1	PDRG1
Adamts4	ADAMTS4
Fgfr2	FGFR2
Pdzd2	PDZD2
Lrrc18	LRRC18
Rdx	RDX
Scnn1a	SCNN1A
Mxi1	MXI1
Tspan14	TSPAN14
Rad51	RAD51
Dst	DST
Chchd6	CHCHD6
Tyms	TYMS
Ano6	ANO6
Mpdz	MPDZ
Rnf17	RNF17
Anxa6	ANXA6
Pex3	PEX3
Npy	NPY
Gsg1	GSG1
Gckr	GCKR
Wipf1	WIPF1
Cep126	CEP126
Pex2	PEX2
Foxo3	FOXO3
Rab39	RAB39A
Dbr1	DBR1
Ap1s1	AP1S1
Gja1	GJA1
Tmem40	TMEM40
Ptprb	PTPRB
Ttc27	TTC27
Cntn5	CNTN5
Ppat	PPAT
Mvb12b	MVB12B
Ackr2	ACKR2
Adcy4	ADCY4
Pvalb	PVALB
Arih1	ARIH1
Upk3b	UPK3B
Myg1	MYG1
Tmem119	TMEM119
Dync1h1	DYNC1H1
Zbtb2	ZBTB2
Actl6b	ACTL6B
Appl2	APPL2
Ttbk2	TTBK2
Ddx49	DDX49
Mrps25	MRPS25
Samm50	SAMM50
Acp3	ACP3
BC048671	C3orf22
Brf1	BRF1
Zfand4	ZFAND4
Gcnt2	GCNT2
Adh5	ADH5
Mrpl32	MRPL32
Efs	EFS
Nxpe4	NXPE4
Atg3	ATG3
Tfdp1	TFDP1
Zfp366	ZNF366
Zfp169	ZNF169
Pbrm1	PBRM1
Glrx	GLRX
Etv1	ETV1
Zbed6	ZBED6
P2rx7	P2RX7
Tmem184b	TMEM184B
Rab24	RAB24
Sec62	SEC62
Slc35a5	SLC35A5
Adar	ADAR
Exoc6b	EXOC6B
Ogn	OGN
Lmln	LMLN
Rcan2	RCAN2
Epha3	EPHA3
Myoc	MYOC
Pbx2	PBX2
Rxylt1	RXYLT1
Atp5f1c	ATP5F1C
Eif5b	EIF5B
Arc	ARC
Sntb1	SNTB1
Caskin1	CASKIN1
Ccn6	CCN6
Slc46a3	SLC46A3
Fzr1	FZR1
Noct	NOCT
Stpg2	STPG2
Hunk	HUNK
Nudt14	NUDT14
Nsun5	NSUN5
Gatb	GATB
Arl13b	ARL13B
Adam10	ADAM10
Foxf2	FOXF2
Erap1	ERAP1
Ppp4r4	PPP4R4
Nsun3	NSUN3
Mapk11	MAPK11
Fshr	FSHR
Cluap1	CLUAP1
Galns	GALNS
Cdk18	CDK18
Ppp4r1	PPP4R1
Aqp6	AQP6
Kcnv1	KCNV1
Oaz2	OAZ2
Emc2	EMC2
4931406C07Rik	C11orf54
Ankrd34b	ANKRD34B
Iapp	IAPP
Cfap90	CFAP90
Terb1	TERB1
Slc17a2	SLC17A2
Mkrn2	MKRN2
Slc37a4	SLC37A4
Smdt1	SMDT1
Zbtb4	ZBTB4
Htr5a	HTR5A
Moxd1	MOXD1
Tnk2	TNK2
Sftpb	SFTPB
Slc1a3	SLC1A3
Slc35f5	SLC35F5
Tshz3	TSHZ3
Cd63	CD63
Col1a2	COL1A2
Fcgrt	FCGRT
Auh	AUH
Armc6	ARMC6
Gfm1	GFM1
Zglp1	ZGLP1
Pxdn	PXDN
Skic8	SKIC8
Zfp664	ZNF664
Galr3	GALR3
Ppp1r1a	PPP1R1A
Preb	PREB
Tnip1	TNIP1
Slc38a1	SLC38A1
Cfl2	CFL2
Ssr3	SSR3
Ddx27	DDX27
Smoc1	SMOC1
Th	TH
Tpgs1	TPGS1
BC025920	ZNF77
Purg	PURG
H2az1	H2AZ1
Grm1	GRM1
N4bp1	N4BP1
Kcnk1	KCNK1
Zmat4	ZMAT4
Dact1	DACT1
Fn1	FN1
Sucnr1	SUCNR1
Atp5po	ATP5PO
E2f5	E2F5
Wdr25	WDR25
Ppp1r11	PPP1R11
Glo1	GLO1
Tex264	TEX264
Tcf21	TCF21
Eea1	EEA1
Plppr5	PLPPR5
Mlycd	MLYCD
Celsr1	CELSR1
Il31ra	IL31RA
Slc38a6	SLC38A6
Nectin2	NECTIN2
Ppm1g	PPM1G
Mlkl	MLKL
Dscam	DSCAM
St7l	ST7L
Shisa8	SHISA8
Lhfpl3	LHFPL3
Or12d17	OR12D3
Tmem74	TMEM74
Gcsam	GCSAM
Lgals1	LGALS1
H2-DMa	HLA-DMA
Zfp655	ZNF655
Ncam2	NCAM2
Trappc13	TRAPPC13
Lrrc9	LRRC9
Myl6	MYL6
Map1s	MAP1S
Mbd3l1	MBD3L1
Pim3	PIM3
Bak1	BAK1
Med17	MED17
Zfp597	ZNF597
1700088E04Rik	C22orf23
Chaf1b	CHAF1B
Ctr9	CTR9
Prr18	PRR18
Med19	MED19
Zbtb14	ZBTB14
Sh3bp2	SH3BP2
Rab12	RAB12
Plpp7	PLPP7
Plxnb2	PLXNB2
Zfp36l2	ZFP36L2
Noxo1	NOXO1
Mpzl2	MPZL2
Tmprss13	TMPRSS13
Kcne2	KCNE2
Zfp961	ZNF700
Get1	GET1
Radil	RADIL
Cyp46a1	CYP46A1
Hydin	HYDIN
Tmem25	TMEM25
Tmem232	TMEM232
Upk1b	UPK1B
Runx1	RUNX1
Prss8	PRSS8
Anapc11	ANAPC11
Umps	UMPS
Wdr27	WDR27
Efna4	EFNA4
Smg9	SMG9
Ahcyl1	AHCYL1
Rbpms	RBPMS
Cldnd1	CLDND1
Diaph3	DIAPH3
Marchf10	MARCHF10
Arrdc3	ARRDC3
Rbck1	RBCK1
Pyroxd1	PYROXD1
Krt28	KRT28
Abhd6	ABHD6
Hnf1a	HNF1A
Cd83	CD83
Unc119	UNC119
Acot4	ACOT4
Nudcd1	NUDCD1
Alkal2	ALKAL2
Zbtb20	ZBTB20
Ccni	CCNI
Irx1	IRX1
Lin52	LIN52
Arl10	ARL10
Prr11	PRR11
Prxl2c	PRXL2C
Pi16	PI16
Kctd9	KCTD9
Ruvbl1	RUVBL1
Adgrg6	ADGRG6
Lctl	LCTL
Eif2s1	EIF2S1
Cox6c	COX6C
Slc49a3	SLC49A3
Hexb	HEXB
Obscn	OBSCN
Rasd2	RASD2
Synpo2l	SYNPO2L
Ddx19b	DDX19B
P2ry13	P2RY13
Atp1a1	ATP1A1
P3h3	P3H3
Rundc3b	RUNDC3B
Ccn4	CCN4
Camkv	CAMKV
Gpsm3	GPSM3
Tmem260	TMEM260
Zfp689	ZNF689
Lpin2	LPIN2
Rac2	RAC2
Crebzf	CREBZF
Dhx38	DHX38
Cyria	CYRIA
Rbfox2	RBFOX2
Prdm1	PRDM1
Ccp110	CCP110
Plb1	PLB1
Adora2a	ADORA2A
Elane	ELANE
Ipcef1	IPCEF1
Abcd3	ABCD3
Trim6	TRIM6
Tbca	TBCA
Angptl6	ANGPTL6
Ift56	IFT56
P2ry2	P2RY2
Il18	IL18
Sh3bgrl3	SH3BGRL3
Actn2	ACTN2
Epcam	EPCAM
Perp	PERP
Tmc4	TMC4
Rps12	RPS12
Acot7	ACOT7
Tbl3	TBL3
Rpl36al	RPL36A
Dok2	DOK2
Uqcc6	UQCC6
Abhd8	ABHD8
Ppp2r3c	PPP2R3C
Myo6	MYO6
Ngly1	NGLY1
Dnaja2	DNAJA2
Wtip	WTIP
Psmc2	PSMC2
Yeats4	YEATS4
Garin5b	GARIN5B
Sesn1	SESN1
Bspry	BSPRY
Mcf2l	MCF2L
Sfrp2	SFRP2
Zkscan6	ZNF18
Snrpa1	SNRPA1
Tnik	TNIK
Mrpl35	MRPL35
Yars1	YARS1
Hs1bp3	HS1BP3
Itfg2	ITFG2
Atp5f1d	ATP5F1D
Pnpla8	PNPLA8
Ahsp	AHSP
Poc5	POC5
Tep1	TEP1
Rnf126	RNF126
Pdgfa	PDGFA
Pigw	PIGW
Ppfibp2	PPFIBP2
Wdr90	WDR90
Ttpal	TTPAL
Narf	NARF
Parp12	PARP12
Vta1	VTA1
Abhd4	ABHD4
Car8	CA8
Pon3	PON3
Glb1l	GLB1L
Sdsl	SDSL
E2f3	E2F3
Elp4	ELP4
Mettl25	METTL25
Dcaf12	DCAF12
Gpr19	GPR19
Uggt2	UGGT2
Ranbp9	RANBP9
Rad51b	RAD51B
Id2	ID2
Slc25a33	SLC25A33
Ngb	NGB
Bicc1	BICC1
Fndc1	FNDC1
Slc26a1	SLC26A1
Nufip2	NUFIP2
Lhfpl4	LHFPL4
Kpna3	KPNA3
Dgkb	DGKB
B3gnt2	B3GNT2
Cftr	CFTR
Shisal2a	SHISAL2A
Artn	ARTN
Thg1l	THG1L
Parg	PARG
Alg6	ALG6
Pdgfb	PDGFB
Sele	SELE
Cbs	CBS
Sec14l2	SEC14L2
Ggct	GGCT
Ccdc134	CCDC134
Pde8b	PDE8B
Slc12a5	SLC12A5
Arfgef3	ARFGEF3
Jagn1	JAGN1
Pak1	PAK1
Alox5	ALOX5
Csrnp1	CSRNP1
Arl4d	ARL4D
Wdfy3	WDFY3
Rb1cc1	RB1CC1
Wsb1	WSB1
Alkbh8	ALKBH8
Scx	SCX
Zfp647	ZNF250
Csmd3	CSMD3
Stk11	STK11
1110065P20Rik	C1orf122
Pdia5	PDIA5
Rho	RHO
Plekhf2	PLEKHF2
Crbn	CRBN
Car4	CA4
Rims3	RIMS3
Glis2	GLIS2
Tfap2e	TFAP2E
Ccar2	CCAR2
Dnm1l	DNM1L
Gm3336	CIST1
Yipf1	YIPF1
Mcph1	MCPH1
Chrna3	CHRNA3
Npr3	NPR3
Matcap2	MATCAP2
Eif4e	EIF4E
M1ap	M1AP
Nol11	NOL11
Cpsf1	CPSF1
Cul5	CUL5
Arhgap45	ARHGAP45
Creld1	CRELD1
Rasal3	RASAL3
Tnfsf10	TNFSF10
Depdc5	DEPDC5
Lrrc7	LRRC7
Gpr85	GPR85
Nmnat1	NMNAT1
Grcc10	C12orf57
Spaar	SPAAR
Pate4	PATE4
Klrg2	KLRG2
Matn1	MATN1
Ipo9	IPO9
Agps	AGPS
Prr15	PRR15
Pcare	PCARE
Parp3	PARP3
Fam229a	FAM229A
Snca	SNCA
Ldhd	LDHD
Ephb2	EPHB2
Nsd3	NSD3
Thada	THADA
Nagk	NAGK
Ptafr	PTAFR
Trim46	TRIM46
9530068E07Rik	C5orf15
Timp3	TIMP3
Zfp566	ZNF566
Pfn1	PFN1
Phyhipl	PHYHIPL
Cdh24	CDH24
Cep85	CEP85
Cdkn2aipnl	CDKN2AIPNL
Itgb8	ITGB8
Lsr	LSR
Bap1	BAP1
Cdk7	CDK7
Fabp1	FABP1
Rad51d	RAD51D
Fam229b	FAM229B
Plxna1	PLXNA1
Spry1	SPRY1
Crppa	CRPPA
Dnajc1	DNAJC1
Otud7b	OTUD7B
Ntm	NTM
Tmem151b	TMEM151B
Prrc2a	PRRC2A
Dlc1	DLC1
Nedd4	NEDD4
Sumo3	SUMO3
Hapln3	HAPLN3
Cdc6	CDC6
Vax2	VAX2
Tmem86b	TMEM86B
Cacna1c	CACNA1C
Rab5if	RAB5IF
Fam83f	FAM83F
Cdh12	CDH12
Syde1	SYDE1
Serpina11	SERPINA11
Alpk3	ALPK3
Lyst	LYST
Hectd1	HECTD1
Lmx1b	LMX1B
Sh3rf3	SH3RF3
Exosc4	EXOSC4
Bcs1l	BCS1L
Lyl1	LYL1
Mrtfa	MRTFA
Il16	IL16
Fance	FANCE
Slc36a3	SLC36A3
Gstm7	GSTM2
Plpbp	PLPBP
Polr1b	POLR1B
Pfkp	PFKP
Epb41l2	EPB41L2
Arhgap22	ARHGAP22
Cc2d1b	CC2D1B
Slc30a6	SLC30A6
Ncstn	NCSTN
Inka2	INKA2
Relt	RELT
Gria2	GRIA2
Gemin5	GEMIN5
Itgb7	ITGB7
Pabpn1	PABPN1
Htr3b	HTR3B
Trim72	TRIM72
Rai14	RAI14
Leo1	LEO1
Klk10	KLK10
Mrpl39	MRPL39
Slc7a6	SLC7A6
Hr	HR
Syngr4	SYNGR4
Des	DES
Minar1	MINAR1
Nme6	NME6
Gdf10	GDF10
Gnas	GNAS
Irf3	IRF3
Tent4b	TENT4B
Apobec2	APOBEC2
Prss27	PRSS27
Parp14	PARP14
Hsbp1	HSBP1
Cd52	CD52
Bmp1	BMP1
Rgs20	RGS20
Ldlrap1	LDLRAP1
Prss54	PRSS54
Vav1	VAV1
Arhgap8	ARHGAP8
Rps5	RPS5
Gramd1c	GRAMD1C
Cfap97	CFAP97
Zfp105	ZNF35
Marchf6	MARCHF6
Snw1	SNW1
Nepro	RMP64
Cspg5	CSPG5
Trir	TRIR
Ugp2	UGP2
Bean1	BEAN1
Ppip5k2	PPIP5K2
Zbtb17	ZBTB17
Nt5e	NT5E
Tomm70a	TOMM70
Ppm1a	PPM1A
Cnpy4	CNPY4
Ap1m1	AP1M1
Ccdc15	CCDC15
Fchsd2	FCHSD2
Coro1c	CORO1C
Ddx17	DDX17
Lrr1	LRR1
Parn	PARN
Mdh1	MDH1
Eml1	EML1
Psma4	PSMA4
Slc26a8	SLC26A8
Mthfsd	MTHFSD
Pdcd7	PDCD7
Odad3	ODAD3
Ttll8	TTLL8
Rnf216	RNF216
Snu13	SNU13
Pafah1b1	PAFAH1B1
Slc3a1	SLC3A1
Ywhaz	YWHAZ
Gpank1	GPANK1
Smap2	SMAP2
Hmbs	HMBS
Gmip	GMIP
Trim10	TRIM10
Heatr1	HEATR1
Axl	AXL
Nudt15	NUDT15
Virma	VIRMA
Defb30	DEFB135
Ttc5	TTC5
Dap	DAP
Ror2	ROR2
Panx2	PANX2
Ppp1r16b	PPP1R16B
Cd2ap	CD2AP
Zfp622	ZNF622
Fam193b	FAM193B
Slc36a2	SLC36A2
Muc1	MUC1
Ubxn7	UBXN7
Ptk2	PTK2
Cttnbp2nl	CTTNBP2NL
Efcab7	EFCAB7
Dlg5	DLG5
Zfp334	ZNF334
Tmem39b	TMEM39B
Crtc2	CRTC2
Thpo	THPO
Neurl1b	NEURL1B
Rpl11	RPL11
Agpat1	AGPAT1
Dvl3	DVL3
Kntc1	KNTC1
Aldob	ALDOB
Wdr17	WDR17
Mcmbp	MCMBP
Cuedc1	CUEDC1
Gart	GART
Tnnc1	TNNC1
Tmem242	TMEM242
Zdhhc22	ZDHHC22
Dnajb14	DNAJB14
Mok	MOK
Zbtb44	ZBTB44
Slc30a5	SLC30A5
Tff3	TFF3
Hsf2bp	HSF2BP
Rgr	RGR
Arnt2	ARNT2
Rgl3	RGL3
Rnase9	RNASE9
Pdcl2	PDCL2
Mast2	MAST2
Ppp3cb	PPP3CB
Clic5	CLIC5
Chd1	CHD1
Trpc4	TRPC4
Mlxipl	MLXIPL
Trappc12	TRAPPC12
Xaf1	XAF1
Pth1r	PTH1R
Actg1	ACTG1
Ankub1	ANKUB1
Ralgds	RALGDS
Rsrc1	RSRC1
Rab30	RAB30
Hs3st3a1	HS3ST3A1
Mrgprg	MRGPRG
Iqgap2	IQGAP2
Ldaf1	LDAF1
Mapk13	MAPK13
Rhbdd3	RHBDD3
Gtf2h3	GTF2H3
Fgd5	FGD5
Fam53b	FAM53B
Dis3l	DIS3L
Tm4sf4	TM4SF4
Tlr3	TLR3
Atp11b	ATP11B
Prr7	PRR7
Spr	SPR
Pdcd6	PDCD6
Atxn2l	ATXN2L
Ntsr2	NTSR2
Frmd4b	FRMD4B
Farsb	FARSB
Nkx2-9	NKX2-8
Nek9	NEK9
Gpat3	GPAT3
Vps36	VPS36
Gfod1	GFOD1
Rpl27	RPL27
Bud23	BUD23
Txndc16	TXNDC16
Nubpl	NUBPL
Gprin1	GPRIN1
Dhx29	DHX29
Ppm1e	PPM1E
Tiam2	TIAM2
Ido2	IDO2
Calml4	CALML4
Inpp4b	INPP4B
Lrrc27	LRRC27
Apoc3	APOC3
Pgap1	PGAP1
Dnaaf2	DNAAF2
Rdh14	RDH14
Camkk1	CAMKK1
Mta1	MTA1
Itga9	ITGA9
Lax1	LAX1
Trappc14	TRAPPC14
Tulp1	TULP1
Acadl	ACADL
Arb2a	ARB2A
Capn5	CAPN5
Capza2	CAPZA2
Rnf111	RNF111
Spata2l	SPATA2L
Rnps1	RNPS1
Dda1	DDA1
Grifin	GRIFIN
Krt18	KRT18
Uap1	UAP1
Rbm47	RBM47
Scaf11	SCAF11
Ugcg	UGCG
Lpl	LPL
Vwa1	VWA1
Nudcd2	NUDCD2
Slx9	SLX9
Fam110b	FAM110B
Ctso	CTSO
C1qbp	C1QBP
Mphosph9	MPHOSPH9
Tppp	TPPP
Ccdc6	CCDC6
Stk3	STK3
Zc2hc1b	ZC2HC1B
Eogt	EOGT
Cd180	CD180
Ctbs	CTBS
Kera	KERA
Gadd45g	GADD45G
Ctsd	CTSD
Osbp2	OSBP2
Cyp4b1	CYP4B1
Atxn7l2	ATXN7L2
Rnaseh2a	RNASEH2A
Naa35	NAA35
Armc12	ARMC12
Fbln5	FBLN5
Rhoq	RHOQ
Macc1	MACC1
Foxh1	FOXH1
Ddit4	DDIT4
Rdh12	RDH12
Rrp1	RRP1
Rnd1	RND1
Atf6b	ATF6B
Mycn	MYCN
Zfr	ZFR
Rspry1	RSPRY1
Selenof	SELENOF
Avpr1b	AVPR1B
Tuft1	TUFT1
Ccdc196	CCDC196
Tmco1	TMCO1
Setd2	SETD2
Rfc1	RFC1
Tspan13	TSPAN13
Zfp637	ZNF32
Gdpd1	GDPD1
Ddit4l	DDIT4L
Smg5	SMG5
Igsf9	IGSF9
Sarnp	SARNP
Nrg3	NRG3
Ptprd	PTPRD
Ripk3	RIPK3
Cav2	CAV2
Lgals3bp	LGALS3BP
Tmod2	TMOD2
Syngr2	SYNGR2
Wdhd1	WDHD1
Chst8	CHST8
Ppp1r14c	PPP1R14C
Ube2o	UBE2O
Safb	SAFB
Cpq	CPQ
Zfp365	ZNF365
Acsm4	ACSM4
Itsn2	ITSN2
Efna1	EFNA1
Crygb	CRYGB
Unc50	UNC50
Spag7	SPAG7
Tac2	TAC3
Lysmd3	LYSMD3
Ppm1h	PPM1H
Cdk20	CDK20
Snx31	SNX31
Nr1h2	NR1H2
Nrp1	NRP1
Xrn2	XRN2
Nle1	NLE1
Rhebl1	RHEBL1
